Date et heure,Production Photovolta�que (W),Consumption,Puissance autoconsommée (W),Puissance inject�e (W),Puissance soutir�e (W)
25/01 14:00,105.46,572.35,105.46,0,466.89
25/01 15:00,158.55,548.45,158.55,0,389.9
25/01 16:00,0,576.57,0,0,576.57
25/01 17:00,0,696.92,0,0,696.92
25/01 18:00,0,900.08,0,0,900.08
25/01 19:00,0,970.54,0,0,970.54
25/01 20:00,0,919.63,0,0,919.63
25/01 21:00,0,766.65,0,0,766.65
25/01 22:00,0,621.66,0,0,621.66
25/01 23:00,0,492.41,0,0,492.41
26/01 00:00,0,407.61,0,0,407.61
26/01 01:00,0,368.28,0,0,368.28
26/01 02:00,0,347.72,0,0,347.72
26/01 03:00,0,347.09,0,0,347.09
26/01 04:00,0,368.57,0,0,368.57
26/01 05:00,0,410.16,0,0,410.16
26/01 06:00,0,541,0,0,541
26/01 07:00,0,668.72,0,0,668.72
26/01 08:00,90.92,667.24,90.92,0,576.32
26/01 09:00,382.83,632.06,382.83,0,249.23
26/01 10:00,193.75,641.15,193.75,0,447.4
26/01 11:00,290.16,674.82,290.16,0,384.66
26/01 12:00,235.94,659.62,235.94,0,423.68
26/01 13:00,451.99,614.93,451.99,0,162.94
26/01 14:00,515.71,540.27,515.71,0,24.56
26/01 15:00,204.71,517.15,204.71,0,312.44
26/01 16:00,1.07,558.59,1.07,0,557.52
26/01 17:00,0,702.56,0,0,702.56
26/01 18:00,0,909.41,0,0,909.41
26/01 19:00,0,970.66,0,0,970.66
26/01 20:00,0,908.82,0,0,908.82
26/01 21:00,0,760.7,0,0,760.7
26/01 22:00,0,610.61,0,0,610.61
26/01 23:00,0,475.9,0,0,475.9
27/01 00:00,0,394.2,0,0,394.2
27/01 01:00,0,362.8,0,0,362.8
27/01 02:00,0,342.26,0,0,342.26
27/01 03:00,0,346.6,0,0,346.6
27/01 04:00,0,369.29,0,0,369.29
27/01 05:00,0,411.16,0,0,411.16
27/01 06:00,0,532.89,0,0,532.89
27/01 07:00,0,671.74,0,0,671.74
27/01 08:00,31.59,694.11,31.59,0,662.52
27/01 09:00,34.44,645.62,34.44,0,611.18
27/01 10:00,35.99,654.77,35.99,0,618.78
27/01 11:00,54.44,695.59,54.44,0,641.15
27/01 12:00,50.55,665.75,50.55,0,615.2
27/01 13:00,47.16,630.15,47.16,0,582.99
27/01 14:00,54.69,577.18,54.69,0,522.49
27/01 15:00,102.68,556.46,102.68,0,453.78
27/01 16:00,3,585.75,3,0,582.75
27/01 17:00,0,684.37,0,0,684.37
27/01 18:00,0,877.55,0,0,877.55
27/01 19:00,0,950.34,0,0,950.34
27/01 20:00,0,890.14,0,0,890.14
27/01 21:00,0,751.74,0,0,751.74
27/01 22:00,0,622.05,0,0,622.05
27/01 23:00,0,507.13,0,0,507.13
28/01 00:00,0,430.81,0,0,430.81
28/01 01:00,0,384.95,0,0,384.95
28/01 02:00,0,356.08,0,0,356.08
28/01 03:00,0,351.52,0,0,351.52
28/01 04:00,0,365.52,0,0,365.52
28/01 05:00,0,383.66,0,0,383.66
28/01 06:00,0,427.82,0,0,427.82
28/01 07:00,0,581.03,0,0,581.03
28/01 08:00,279.08,709.49,279.08,0,430.41
28/01 09:00,494.8,744.02,494.8,0,249.22
28/01 10:00,549.21,750.62,549.21,0,201.41
28/01 11:00,477.34,806.6,477.34,0,329.26
28/01 12:00,464.41,795.55,464.41,0,331.14
28/01 13:00,316.35,751.9,316.35,0,435.55
28/01 14:00,161.58,680.82,161.58,0,519.24
28/01 15:00,118.92,634.47,118.92,0,515.55
28/01 16:00,4.09,644.87,4.09,0,640.78
28/01 17:00,0,734.09,0,0,734.09
28/01 18:00,0,888.87,0,0,888.87
28/01 19:00,0,934.58,0,0,934.58
28/01 20:00,0,872.79,0,0,872.79
28/01 21:00,0,738.04,0,0,738.04
28/01 22:00,0,640.61,0,0,640.61
28/01 23:00,0,530.8,0,0,530.8
29/01 00:00,0,457.15,0,0,457.15
29/01 01:00,0,412.3,0,0,412.3
29/01 02:00,0,372.89,0,0,372.89
29/01 03:00,0,360.29,0,0,360.29
29/01 04:00,0,370.77,0,0,370.77
29/01 05:00,0,382.2,0,0,382.2
29/01 06:00,0,406.76,0,0,406.76
29/01 07:00,0,507.88,0,0,507.88
29/01 08:00,40.69,670.19,40.69,0,629.5
29/01 09:00,57.45,798.28,57.45,0,740.83
29/01 10:00,113.86,898.26,113.86,0,784.4
29/01 11:00,90.44,957.65,90.44,0,867.21
29/01 12:00,90.39,872.24,90.39,0,781.85
29/01 13:00,159.54,768.01,159.54,0,608.47
29/01 14:00,81.45,703.22,81.45,0,621.77
29/01 15:00,45.21,647.28,45.21,0,602.07
29/01 16:00,4.65,655.93,4.65,0,651.28
29/01 17:00,0,751.32,0,0,751.32
29/01 18:00,0,924.26,0,0,924.26
29/01 19:00,0,981.85,0,0,981.85
29/01 20:00,0,920.35,0,0,920.35
29/01 21:00,0,755.58,0,0,755.58
29/01 22:00,0,624.35,0,0,624.35
29/01 23:00,0,495.57,0,0,495.57
30/01 00:00,0,406.26,0,0,406.26
30/01 01:00,0,361.26,0,0,361.26
30/01 02:00,0,339.53,0,0,339.53
30/01 03:00,0,342.3,0,0,342.3
30/01 04:00,0,365.87,0,0,365.87
30/01 05:00,0,412.28,0,0,412.28
30/01 06:00,0,539.73,0,0,539.73
30/01 07:00,0,673.19,0,0,673.19
30/01 08:00,10.41,716.35,10.41,0,705.94
30/01 09:00,42.91,730.36,42.91,0,687.45
30/01 10:00,31.33,722.52,31.33,0,691.19
30/01 11:00,54.14,745.02,54.14,0,690.88
30/01 12:00,46.59,690.9,46.59,0,644.31
30/01 13:00,44.87,640.67,44.87,0,595.8
30/01 14:00,25.65,571.16,25.65,0,545.51
30/01 15:00,31.17,551.89,31.17,0,520.72
30/01 16:00,3.08,577.31,3.08,0,574.23
30/01 17:00,0,714.8,0,0,714.8
30/01 18:00,0,932.72,0,0,932.72
30/01 19:00,0,996.22,0,0,996.22
30/01 20:00,0,933.79,0,0,933.79
30/01 21:00,0,755.33,0,0,755.33
30/01 22:00,0,599.05,0,0,599.05
30/01 23:00,0,474.24,0,0,474.24
31/01 00:00,0,395.04,0,0,395.04
31/01 01:00,0,357.25,0,0,357.25
31/01 02:00,0,339.85,0,0,339.85
31/01 03:00,0,344.29,0,0,344.29
31/01 04:00,0,365.56,0,0,365.56
31/01 05:00,0,412.14,0,0,412.14
31/01 06:00,0,538.01,0,0,538.01
31/01 07:00,0,665.52,0,0,665.52
31/01 08:00,83.25,685.76,83.25,0,602.51
31/01 09:00,81.61,656.14,81.61,0,574.53
31/01 10:00,18.31,643.36,18.31,0,625.05
31/01 11:00,45.29,685.61,45.29,0,640.32
31/01 12:00,93.84,663.44,93.84,0,569.6
31/01 13:00,63.7,601.7,63.7,0,538
31/01 14:00,109.34,537.74,109.34,0,428.4
31/01 15:00,15.32,524.19,15.32,0,508.87
31/01 16:00,4.78,561.24,4.78,0,556.46
31/01 17:00,0,690.37,0,0,690.37
31/01 18:00,0,894.8,0,0,894.8
31/01 19:00,0,964.28,0,0,964.28
31/01 20:00,0,910.12,0,0,910.12
31/01 21:00,0,758.37,0,0,758.37
31/01 22:00,0,612.27,0,0,612.27
31/01 23:00,0,476.9,0,0,476.9
01/02 00:00,0,396.83,0,0,396.83
01/02 01:00,0,361.78,0,0,361.78
01/02 02:00,0,342.22,0,0,342.22
01/02 03:00,0,339.54,0,0,339.54
01/02 04:00,0,359.39,0,0,359.39
01/02 05:00,0,406.55,0,0,406.55
01/02 06:00,0,522.65,0,0,522.65
01/02 07:00,0,635.94,0,0,635.94
01/02 08:00,52.78,667.26,52.78,0,614.48
01/02 09:00,0,656.07,0,0,656.07
01/02 10:00,61.25,640.41,61.25,0,579.16
01/02 11:00,64.37,706.81,64.37,0,642.44
01/02 12:00,110.17,673.08,110.17,0,562.91
01/02 13:00,153.96,628.33,153.96,0,474.37
01/02 14:00,68.1,561.46,68.1,0,493.36
01/02 15:00,36.36,538.63,36.36,0,502.27
01/02 16:00,5.96,561.31,5.96,0,555.35
01/02 17:00,0,673.99,0,0,673.99
01/02 18:00,0,889.19,0,0,889.19
01/02 19:00,0,970.99,0,0,970.99
01/02 20:00,0,920.54,0,0,920.54
01/02 21:00,0,767.71,0,0,767.71
01/02 22:00,0,619.06,0,0,619.06
01/02 23:00,0,488.71,0,0,488.71
02/02 00:00,0,403.09,0,0,403.09
02/02 01:00,0,365.14,0,0,365.14
02/02 02:00,0,344.97,0,0,344.97
02/02 03:00,0,343.94,0,0,343.94
02/02 04:00,0,364.09,0,0,364.09
02/02 05:00,0,410.3,0,0,410.3
02/02 06:00,0,545.48,0,0,545.48
02/02 07:00,0,670.98,0,0,670.98
02/02 08:00,12.13,663.93,12.13,0,651.8
02/02 09:00,93.24,622.73,93.24,0,529.49
02/02 10:00,128.93,626.55,128.93,0,497.62
02/02 11:00,77.09,662.74,77.09,0,585.65
02/02 12:00,58.59,647.9,58.59,0,589.31
02/02 13:00,53.23,597.85,53.23,0,544.62
02/02 14:00,0,522.4,0,0,522.4
02/02 15:00,67.32,502.08,67.32,0,434.76
02/02 16:00,0.76,541.52,0.76,0,540.76
02/02 17:00,0,680.55,0,0,680.55
02/02 18:00,0,897.83,0,0,897.83
02/02 19:00,0,967.7,0,0,967.7
02/02 20:00,0,908.86,0,0,908.86
02/02 21:00,0,756.3,0,0,756.3
02/02 22:00,0,602.71,0,0,602.71
02/02 23:00,0,470.51,0,0,470.51
03/02 00:00,0,393.1,0,0,393.1
03/02 01:00,0,362.83,0,0,362.83
03/02 02:00,0,342.52,0,0,342.52
03/02 03:00,0,346.4,0,0,346.4
03/02 04:00,0,368.62,0,0,368.62
03/02 05:00,0,415.2,0,0,415.2
03/02 06:00,0,542.36,0,0,542.36
03/02 07:00,0,681.31,0,0,681.31
03/02 08:00,55.14,692.18,55.14,0,637.04
03/02 09:00,100.88,636.67,100.88,0,535.79
03/02 10:00,107.98,648.33,107.98,0,540.35
03/02 11:00,104.15,685.18,104.15,0,581.03
03/02 12:00,115.38,654.72,115.38,0,539.34
03/02 13:00,156.13,617.73,156.13,0,461.6
03/02 14:00,198.79,564.01,198.79,0,365.22
03/02 15:00,120.28,542.05,120.28,0,421.77
03/02 16:00,12.01,571.46,12.01,0,559.45
03/02 17:00,0,665.79,0,0,665.79
03/02 18:00,0,869.36,0,0,869.36
03/02 19:00,0,952.34,0,0,952.34
03/02 20:00,0,898.14,0,0,898.14
03/02 21:00,0,757.4,0,0,757.4
03/02 22:00,0,623.24,0,0,623.24
03/02 23:00,0,505.28,0,0,505.28
04/02 00:00,0,428.17,0,0,428.17
04/02 01:00,0,382,0,0,382
04/02 02:00,0,353.35,0,0,353.35
04/02 03:00,0,349.27,0,0,349.27
04/02 04:00,0,364,0,0,364
04/02 05:00,0,383.09,0,0,383.09
04/02 06:00,0,431.29,0,0,431.29
04/02 07:00,0,589.43,0,0,589.43
04/02 08:00,146.71,715.78,146.71,0,569.07
04/02 09:00,175.18,742.38,175.18,0,567.2
04/02 10:00,138.1,745.68,138.1,0,607.58
04/02 11:00,150.93,804.05,150.93,0,653.12
04/02 12:00,176.54,788.24,176.54,0,611.7
04/02 13:00,274.6,741.89,274.6,0,467.29
04/02 14:00,182.77,668.64,182.77,0,485.87
04/02 15:00,166.39,623.25,166.39,0,456.86
04/02 16:00,13.59,634.19,13.59,0,620.6
04/02 17:00,0,715.61,0,0,715.61
04/02 18:00,0,879.85,0,0,879.85
04/02 19:00,0,936.04,0,0,936.04
04/02 20:00,0,870.28,0,0,870.28
04/02 21:00,0,734.7,0,0,734.7
04/02 22:00,0,630.92,0,0,630.92
04/02 23:00,0,521.11,0,0,521.11
05/02 00:00,0,444.93,0,0,444.93
05/02 01:00,0,402.89,0,0,402.89
05/02 02:00,0,364.44,0,0,364.44
05/02 03:00,0,352.36,0,0,352.36
05/02 04:00,0,365.09,0,0,365.09
05/02 05:00,0,377.63,0,0,377.63
05/02 06:00,0,404.69,0,0,404.69
05/02 07:00,0,509.64,0,0,509.64
05/02 08:00,202.57,669.96,202.57,0,467.39
05/02 09:00,312.77,795.69,312.77,0,482.92
05/02 10:00,375.95,889.53,375.95,0,513.58
05/02 11:00,404.37,945.24,404.37,0,540.87
05/02 12:00,432.01,855.57,432.01,0,423.56
05/02 13:00,421.25,751.08,421.25,0,329.83
05/02 14:00,367.58,682.68,367.58,0,315.1
05/02 15:00,256.26,626.81,256.26,0,370.55
05/02 16:00,13.26,633.91,13.26,0,620.65
05/02 17:00,0,720.35,0,0,720.35
05/02 18:00,0,908.52,0,0,908.52
05/02 19:00,0,979.18,0,0,979.18
05/02 20:00,0,914.95,0,0,914.95
05/02 21:00,0,749.16,0,0,749.16
05/02 22:00,0,612.51,0,0,612.51
05/02 23:00,0,487.41,0,0,487.41
06/02 00:00,0,404.85,0,0,404.85
06/02 01:00,0,360.65,0,0,360.65
06/02 02:00,0,339.47,0,0,339.47
06/02 03:00,0,342.52,0,0,342.52
06/02 04:00,0,365.71,0,0,365.71
06/02 05:00,0,414.96,0,0,414.96
06/02 06:00,0,544.65,0,0,544.65
06/02 07:00,0,676.47,0,0,676.47
06/02 08:00,67.63,720.21,67.63,0,652.58
06/02 09:00,127.98,740.15,127.98,0,612.17
06/02 10:00,219.98,724.82,219.98,0,504.84
06/02 11:00,408.24,746.6,408.24,0,338.36
06/02 12:00,478.36,684.45,478.36,0,206.09
06/02 13:00,430.08,630.59,430.08,0,200.51
06/02 14:00,373.35,562.28,373.35,0,188.93
06/02 15:00,254.69,540.34,254.69,0,285.65
06/02 16:00,13.9,565.06,13.9,0,551.16
06/02 17:00,0,694.11,0,0,694.11
06/02 18:00,0,921.39,0,0,921.39
06/02 19:00,0,991.98,0,0,991.98
06/02 20:00,0,931.06,0,0,931.06
06/02 21:00,0,753.33,0,0,753.33
06/02 22:00,0,600.03,0,0,600.03
06/02 23:00,0,474.11,0,0,474.11
07/02 00:00,0,393.13,0,0,393.13
07/02 01:00,0,356.57,0,0,356.57
07/02 02:00,0,339.4,0,0,339.4
07/02 03:00,0,343.69,0,0,343.69
07/02 04:00,0,365.74,0,0,365.74
07/02 05:00,0,411.9,0,0,411.9
07/02 06:00,0,539.06,0,0,539.06
07/02 07:00,0,662.19,0,0,662.19
07/02 08:00,111.34,683.51,111.34,0,572.17
07/02 09:00,250.51,648.58,250.51,0,398.07
07/02 10:00,182.23,637.32,182.23,0,455.09
07/02 11:00,238.09,683.08,238.09,0,444.99
07/02 12:00,233.46,657.73,233.46,0,424.27
07/02 13:00,282.7,599.28,282.7,0,316.58
07/02 14:00,195.46,536.39,195.46,0,340.93
07/02 15:00,160.66,517.43,160.66,0,356.77
07/02 16:00,18.51,551.2,18.51,0,532.69
07/02 17:00,0,671.66,0,0,671.66
07/02 18:00,0,885.68,0,0,885.68
07/02 19:00,0,965.03,0,0,965.03
07/02 20:00,0,912.5,0,0,912.5
07/02 21:00,0,759.74,0,0,759.74
07/02 22:00,0,611.41,0,0,611.41
07/02 23:00,0,477.14,0,0,477.14
08/02 00:00,0,396.77,0,0,396.77
08/02 01:00,0,361.94,0,0,361.94
08/02 02:00,0,343.65,0,0,343.65
08/02 03:00,0,341.27,0,0,341.27
08/02 04:00,0,359.86,0,0,359.86
08/02 05:00,0,407.17,0,0,407.17
08/02 06:00,0,522.47,0,0,522.47
08/02 07:00,3.37,631.37,3.37,0,628
08/02 08:00,88.52,664.83,88.52,0,576.31
08/02 09:00,144.95,658.89,144.95,0,513.94
08/02 10:00,161.22,643.28,161.22,0,482.06
08/02 11:00,136.85,704.41,136.85,0,567.56
08/02 12:00,235.33,671.38,235.33,0,436.05
08/02 13:00,381.16,625.12,381.16,0,243.96
08/02 14:00,312.81,554.73,312.81,0,241.92
08/02 15:00,291.65,532.29,291.65,0,240.64
08/02 16:00,12.55,551.34,12.55,0,538.79
08/02 17:00,0,656.51,0,0,656.51
08/02 18:00,0,881.59,0,0,881.59
08/02 19:00,0,974.73,0,0,974.73
08/02 20:00,0,926.22,0,0,926.22
08/02 21:00,0,768.54,0,0,768.54
08/02 22:00,0,616.8,0,0,616.8
08/02 23:00,0,488.74,0,0,488.74
09/02 00:00,0,405.79,0,0,405.79
09/02 01:00,0,367.62,0,0,367.62
09/02 02:00,0,346.68,0,0,346.68
09/02 03:00,0,345.37,0,0,345.37
09/02 04:00,0,365.7,0,0,365.7
09/02 05:00,0,414.04,0,0,414.04
09/02 06:00,0,553.36,0,0,553.36
09/02 07:00,3.38,674.53,3.38,0,671.15
09/02 08:00,60.41,669.22,60.41,0,608.81
09/02 09:00,74.63,625.87,74.63,0,551.24
09/02 10:00,93.25,627.79,93.25,0,534.54
09/02 11:00,165.53,665.83,165.53,0,500.3
09/02 12:00,395.64,647.83,395.64,0,252.19
09/02 13:00,506.98,597.28,506.98,0,90.3
09/02 14:00,437.46,521.5,437.46,0,84.04
09/02 15:00,257.75,503.68,257.75,0,245.93
09/02 16:00,20.03,538.16,20.03,0,518.13
09/02 17:00,0,666.84,0,0,666.84
09/02 18:00,0,886.05,0,0,886.05
09/02 19:00,0,974.05,0,0,974.05
09/02 20:00,0,913.16,0,0,913.16
09/02 21:00,0,759.41,0,0,759.41
09/02 22:00,0,605.54,0,0,605.54
09/02 23:00,0,472.12,0,0,472.12
10/02 00:00,0,391.74,0,0,391.74
10/02 01:00,0,362.18,0,0,362.18
10/02 02:00,0,343.29,0,0,343.29
10/02 03:00,0,346.27,0,0,346.27
10/02 04:00,0,367.84,0,0,367.84
10/02 05:00,0,414.77,0,0,414.77
10/02 06:00,0,543.33,0,0,543.33
10/02 07:00,5.05,673.24,5.05,0,668.19
10/02 08:00,109.48,684.23,109.48,0,574.75
10/02 09:00,263.89,633.1,263.89,0,369.21
10/02 10:00,234.04,645.15,234.04,0,411.11
10/02 11:00,303,677.53,303,0,374.53
10/02 12:00,240.84,648.57,240.84,0,407.73
10/02 13:00,127.17,617.5,127.17,0,490.33
10/02 14:00,120.86,560.73,120.86,0,439.87
10/02 15:00,48.72,537.1,48.72,0,488.38
10/02 16:00,22.74,564.88,22.74,0,542.14
10/02 17:00,0,652.87,0,0,652.87
10/02 18:00,0,861.24,0,0,861.24
10/02 19:00,0,955.75,0,0,955.75
10/02 20:00,0,903.58,0,0,903.58
10/02 21:00,0,760.62,0,0,760.62
10/02 22:00,0,624.78,0,0,624.78
10/02 23:00,0,503.82,0,0,503.82
11/02 00:00,0,424.17,0,0,424.17
11/02 01:00,0,379.69,0,0,379.69
11/02 02:00,0,352.28,0,0,352.28
11/02 03:00,0,347.01,0,0,347.01
11/02 04:00,0,360.93,0,0,360.93
11/02 05:00,0,380,0,0,380
11/02 06:00,0,430.53,0,0,430.53
11/02 07:00,5.07,586.73,5.07,0,581.66
11/02 08:00,135.42,708.55,135.42,0,573.13
11/02 09:00,135.86,733.67,135.86,0,597.81
11/02 10:00,132.45,741.41,132.45,0,608.96
11/02 11:00,151.01,799.83,151.01,0,648.82
11/02 12:00,102.15,779.37,102.15,0,677.22
11/02 13:00,139.66,729.63,139.66,0,589.97
11/02 14:00,170.09,659.13,170.09,0,489.04
11/02 15:00,95.22,614.19,95.22,0,518.97
11/02 16:00,24.35,626.41,24.35,0,602.06
11/02 17:00,0,698.94,0,0,698.94
11/02 18:00,0,867.58,0,0,867.58
11/02 19:00,0,930.64,0,0,930.64
11/02 20:00,0,864.15,0,0,864.15
11/02 21:00,0,726.37,0,0,726.37
11/02 22:00,0,625.18,0,0,625.18
11/02 23:00,0,515.62,0,0,515.62
12/02 00:00,0,441.51,0,0,441.51
12/02 01:00,0,398.36,0,0,398.36
12/02 02:00,0,361.42,0,0,361.42
12/02 03:00,0,348.54,0,0,348.54
12/02 04:00,0,362.38,0,0,362.38
12/02 05:00,0,375.76,0,0,375.76
12/02 06:00,0,404.89,0,0,404.89
12/02 07:00,7,508.54,7,0,501.54
12/02 08:00,100.84,666.81,100.84,0,565.97
12/02 09:00,207.12,792.75,207.12,0,585.63
12/02 10:00,451.94,877.77,451.94,0,425.83
12/02 11:00,526.85,935.09,526.85,0,408.24
12/02 12:00,589.88,845.76,589.88,0,255.88
12/02 13:00,541.33,746.41,541.33,0,205.08
12/02 14:00,496.9,674.6,496.9,0,177.7
12/02 15:00,280.07,617.12,280.07,0,337.05
12/02 16:00,24.88,619.04,24.88,0,594.16
12/02 17:00,0,696.9,0,0,696.9
12/02 18:00,0,892.12,0,0,892.12
12/02 19:00,0,973.31,0,0,973.31
12/02 20:00,0,908.35,0,0,908.35
12/02 21:00,0,742.76,0,0,742.76
12/02 22:00,0,605.35,0,0,605.35
12/02 23:00,0,479.94,0,0,479.94
13/02 00:00,0,398.31,0,0,398.31
13/02 01:00,0,357.79,0,0,357.79
13/02 02:00,0,336.91,0,0,336.91
13/02 03:00,0,338.73,0,0,338.73
13/02 04:00,0,362.49,0,0,362.49
13/02 05:00,0,411.4,0,0,411.4
13/02 06:00,0,541.02,0,0,541.02
13/02 07:00,9.09,669.42,9.09,0,660.33
13/02 08:00,294.34,717.08,294.34,0,422.74
13/02 09:00,496.2,738.27,496.2,0,242.07
13/02 10:00,449.29,716.78,449.29,0,267.49
13/02 11:00,561.6,742.97,561.6,0,181.37
13/02 12:00,601.3,685.71,601.3,0,84.41
13/02 13:00,463.88,630.43,463.88,0,166.55
13/02 14:00,417.1,559.46,417.1,0,142.36
13/02 15:00,301.27,538.59,301.27,0,237.32
13/02 16:00,20.96,558.53,20.96,0,537.57
13/02 17:00,0,677.95,0,0,677.95
13/02 18:00,0,907.33,0,0,907.33
13/02 19:00,0,986.53,0,0,986.53
13/02 20:00,0,925.29,0,0,925.29
13/02 21:00,0,750.29,0,0,750.29
13/02 22:00,0,598.43,0,0,598.43
13/02 23:00,0,470.35,0,0,470.35
14/02 00:00,0,390.27,0,0,390.27
14/02 01:00,0,353.19,0,0,353.19
14/02 02:00,0,335.94,0,0,335.94
14/02 03:00,0,339.49,0,0,339.49
14/02 04:00,0,360.7,0,0,360.7
14/02 05:00,0,410.16,0,0,410.16
14/02 06:00,0,537.95,0,0,537.95
14/02 07:00,8.18,657.93,8.18,0,649.75
14/02 08:00,299.92,677.34,299.92,0,377.42
14/02 09:00,429.88,645.42,429.88,0,215.54
14/02 10:00,509.13,636.01,509.13,0,126.88
14/02 11:00,591.46,684.86,591.46,0,93.4
14/02 12:00,645.08,656.74,645.08,0,11.66
14/02 13:00,560.69,595.66,560.69,0,34.97
14/02 14:00,354.05,531.61,354.05,0,177.56
14/02 15:00,269.01,517.63,269.01,0,248.62
14/02 16:00,24.28,545.75,24.28,0,521.47
14/02 17:00,0,656.59,0,0,656.59
14/02 18:00,0,877.87,0,0,877.87
14/02 19:00,0,965.03,0,0,965.03
14/02 20:00,0,912.89,0,0,912.89
14/02 21:00,0,759.66,0,0,759.66
14/02 22:00,0,610.21,0,0,610.21
14/02 23:00,0,474.49,0,0,474.49
15/02 00:00,0,393.52,0,0,393.52
15/02 01:00,0,359.57,0,0,359.57
15/02 02:00,0,340.69,0,0,340.69
15/02 03:00,0,336.83,0,0,336.83
15/02 04:00,0,356.78,0,0,356.78
15/02 05:00,0,404.49,0,0,404.49
15/02 06:00,0,520.98,0,0,520.98
15/02 07:00,10.33,628.18,10.33,0,617.85
15/02 08:00,82.88,660.98,82.88,0,578.1
15/02 09:00,91.19,654.92,91.19,0,563.73
15/02 10:00,48.42,638.08,48.42,0,589.66
15/02 11:00,64.22,699.51,64.22,0,635.29
15/02 12:00,55.75,667.91,55.75,0,612.16
15/02 13:00,71.02,618.6,71.02,0,547.58
15/02 14:00,54.11,550.05,54.11,0,495.94
15/02 15:00,62.68,524.21,62.68,0,461.53
15/02 16:00,21.99,538.97,21.99,0,516.98
15/02 17:00,0,636.74,0,0,636.74
15/02 18:00,0,871.83,0,0,871.83
15/02 19:00,0,970.91,0,0,970.91
15/02 20:00,0,926.48,0,0,926.48
15/02 21:00,0,770.53,0,0,770.53
15/02 22:00,0,620.21,0,0,620.21
15/02 23:00,0,487.85,0,0,487.85
16/02 00:00,0,403.89,0,0,403.89
16/02 01:00,0,365.64,0,0,365.64
16/02 02:00,0,344.17,0,0,344.17
16/02 03:00,0,343.29,0,0,343.29
16/02 04:00,0,362.14,0,0,362.14
16/02 05:00,0,409.44,0,0,409.44
16/02 06:00,0,549.92,0,0,549.92
16/02 07:00,8.95,664.67,8.95,0,655.72
16/02 08:00,81.77,662.36,81.77,0,580.59
16/02 09:00,133.38,619.58,133.38,0,486.2
16/02 10:00,250.28,623.97,250.28,0,373.69
16/02 11:00,274.44,662.08,274.44,0,387.64
16/02 12:00,488.4,640.17,488.4,0,151.77
16/02 13:00,361.39,589.64,361.39,0,228.25
16/02 14:00,338.05,515.02,338.05,0,176.97
16/02 15:00,382.86,497.79,382.86,0,114.93
16/02 16:00,25.31,529.62,25.31,0,504.31
16/02 17:00,0,648.34,0,0,648.34
16/02 18:00,0,869.71,0,0,869.71
16/02 19:00,0,969.29,0,0,969.29
16/02 20:00,0,912.63,0,0,912.63
16/02 21:00,0,761.36,0,0,761.36
16/02 22:00,0,602.19,0,0,602.19
16/02 23:00,0,467.58,0,0,467.58
17/02 00:00,0,388.71,0,0,388.71
17/02 01:00,0,358.27,0,0,358.27
17/02 02:00,0,339.45,0,0,339.45
17/02 03:00,0,341.06,0,0,341.06
17/02 04:00,0,362.23,0,0,362.23
17/02 05:00,0,410.18,0,0,410.18
17/02 06:00,0,538.29,0,0,538.29
17/02 07:00,13.14,665.35,13.14,0,652.21
17/02 08:00,91.14,678.6,91.14,0,587.46
17/02 09:00,131.06,625.93,131.06,0,494.87
17/02 10:00,238.37,636.67,238.37,0,398.3
17/02 11:00,635.44,669.19,635.44,0,33.75
17/02 12:00,644.33,643.73,643.73,0.6,0
17/02 13:00,705.62,613.58,613.58,92.04,0
17/02 14:00,585.22,553.74,553.74,31.48,0
17/02 15:00,400.4,526.81,400.4,0,126.41
17/02 16:00,18.16,550.49,18.16,0,532.33
17/02 17:00,0,635.65,0,0,635.65
17/02 18:00,0,843.58,0,0,843.58
17/02 19:00,0,956.52,0,0,956.52
17/02 20:00,0,907.41,0,0,907.41
17/02 21:00,0,761.53,0,0,761.53
17/02 22:00,0,620.21,0,0,620.21
17/02 23:00,0,496.27,0,0,496.27
18/02 00:00,0,414.59,0,0,414.59
18/02 01:00,0,370.69,0,0,370.69
18/02 02:00,0,343.65,0,0,343.65
18/02 03:00,0,337.45,0,0,337.45
18/02 04:00,0,351.86,0,0,351.86
18/02 05:00,0,371.76,0,0,371.76
18/02 06:00,0,426.12,0,0,426.12
18/02 07:00,11.05,578.31,11.05,0,567.26
18/02 08:00,356.2,699.02,356.2,0,342.82
18/02 09:00,544.04,719.06,544.04,0,175.02
18/02 10:00,662.35,726.05,662.35,0,63.7
18/02 11:00,681.5,792.88,681.5,0,111.38
18/02 12:00,736.95,766.9,736.95,0,29.95
18/02 13:00,650.76,713.14,650.76,0,62.38
18/02 14:00,578.32,642.39,578.32,0,64.07
18/02 15:00,402.18,597.72,402.18,0,195.54
18/02 16:00,24.17,610.33,24.17,0,586.16
18/02 17:00,0,675.5,0,0,675.5
18/02 18:00,0,842.54,0,0,842.54
18/02 19:00,0,915.74,0,0,915.74
18/02 20:00,0,850.13,0,0,850.13
18/02 21:00,0,717.39,0,0,717.39
18/02 22:00,0,615.66,0,0,615.66
18/02 23:00,0,505.42,0,0,505.42
19/02 00:00,0,434.1,0,0,434.1
19/02 01:00,0,389.56,0,0,389.56
19/02 02:00,0,351.93,0,0,351.93
19/02 03:00,0,340.69,0,0,340.69
19/02 04:00,0,353.18,0,0,353.18
19/02 05:00,0,367.85,0,0,367.85
19/02 06:00,0,397.23,0,0,397.23
