Date et heure,Production Photovolta�que (W),Consumption,Puissance autoconsommée (W),Puissance inject�e (W),Puissance soutir�e (W)
17/10 08:00,404.55,592.54,404.55,0,187.99
17/10 09:00,521.56,579.54,521.56,0,57.98
17/10 10:00,526.42,562.47,526.42,0,36.05
17/10 11:00,483.89,620.94,483.89,0,137.05
17/10 12:00,260.29,599.12,260.29,0,338.83
17/10 13:00,181.12,553.39,181.12,0,372.27
17/10 14:00,136.89,487.58,136.89,0,350.69
17/10 15:00,89.57,461.95,89.57,0,372.38
17/10 16:00,9.33,485.86,9.33,0,476.53
17/10 17:00,0,578.89,0,0,578.89
17/10 18:00,0,750.73,0,0,750.73
17/10 19:00,0,880.82,0,0,880.82
17/10 20:00,0,854.94,0,0,854.94
17/10 21:00,0,708.31,0,0,708.31
17/10 22:00,0,548.39,0,0,548.39
17/10 23:00,0,419.07,0,0,419.07
18/10 00:00,0,350.35,0,0,350.35
18/10 01:00,0,313.76,0,0,313.76
18/10 02:00,0,294.62,0,0,294.62
18/10 03:00,0,299.35,0,0,299.35
18/10 04:00,0,312.17,0,0,312.17
18/10 05:00,0,362.15,0,0,362.15
18/10 06:00,0,499.81,0,0,499.81
18/10 07:00,58.33,623.18,58.33,0,564.85
18/10 08:00,128.06,594.23,128.06,0,466.17
18/10 09:00,138.62,552.27,138.62,0,413.65
18/10 10:00,293.17,554.08,293.17,0,260.91
18/10 11:00,317.28,599.05,317.28,0,281.77
18/10 12:00,438.01,582.03,438.01,0,144.02
18/10 13:00,241.94,526.05,241.94,0,284.11
18/10 14:00,62.37,460.22,62.37,0,397.85
18/10 15:00,69.65,445.92,69.65,0,376.27
18/10 16:00,11.19,480.01,11.19,0,468.82
18/10 17:00,0,574.81,0,0,574.81
18/10 18:00,0,761.55,0,0,761.55
18/10 19:00,0,904.19,0,0,904.19
18/10 20:00,0,852.26,0,0,852.26
18/10 21:00,0,689.95,0,0,689.95
18/10 22:00,0,543.88,0,0,543.88
18/10 23:00,0,410.19,0,0,410.19
19/10 00:00,0,343.8,0,0,343.8
19/10 01:00,0,313.37,0,0,313.37
19/10 02:00,0,296.57,0,0,296.57
19/10 03:00,0,302.77,0,0,302.77
19/10 04:00,0,313.75,0,0,313.75
19/10 05:00,0,360.61,0,0,360.61
19/10 06:00,0,492.78,0,0,492.78
19/10 07:00,22.66,616.78,22.66,0,594.12
19/10 08:00,117.14,615.34,117.14,0,498.2
19/10 09:00,252.36,561.08,252.36,0,308.72
19/10 10:00,273.28,547.05,273.28,0,273.77
19/10 11:00,78.93,612.02,78.93,0,533.09
19/10 12:00,39,595.87,39,0,556.87
19/10 13:00,65.8,550.61,65.8,0,484.81
19/10 14:00,97.38,499.93,97.38,0,402.55
19/10 15:00,55.34,481.82,55.34,0,426.48
19/10 16:00,9.86,510.53,9.86,0,500.67
19/10 17:00,0,587.68,0,0,587.68
19/10 18:00,0,740.5,0,0,740.5
19/10 19:00,0,847.57,0,0,847.57
19/10 20:00,0,829.84,0,0,829.84
19/10 21:00,0,697.11,0,0,697.11
19/10 22:00,0,552.47,0,0,552.47
19/10 23:00,0,439.25,0,0,439.25
20/10 00:00,0,368.24,0,0,368.24
20/10 01:00,0,331.03,0,0,331.03
20/10 02:00,0,306.12,0,0,306.12
20/10 03:00,0,304.6,0,0,304.6
20/10 04:00,0,315.39,0,0,315.39
20/10 05:00,0,332.25,0,0,332.25
20/10 06:00,0,393.7,0,0,393.7
20/10 07:00,67.43,539.85,67.43,0,472.42
20/10 08:00,287.63,641.43,287.63,0,353.8
20/10 09:00,455.24,657.89,455.24,0,202.65
20/10 10:00,154.34,645.99,154.34,0,491.65
20/10 11:00,172.56,719.06,172.56,0,546.5
20/10 12:00,48.12,707.44,48.12,0,659.32
20/10 13:00,483.65,654.44,483.65,0,170.79
20/10 14:00,98.33,603.5,98.33,0,505.17
20/10 15:00,18.84,543.32,18.84,0,524.48
20/10 16:00,5.71,540.83,5.71,0,535.12
20/10 17:00,0,618.59,0,0,618.59
20/10 18:00,0,756.01,0,0,756.01
20/10 19:00,0,840.71,0,0,840.71
20/10 20:00,0,783.27,0,0,783.27
20/10 21:00,0,670.05,0,0,670.05
20/10 22:00,0,558.09,0,0,558.09
20/10 23:00,0,458.56,0,0,458.56
21/10 00:00,0,384.42,0,0,384.42
21/10 01:00,0,348.5,0,0,348.5
21/10 02:00,0,318.2,0,0,318.2
21/10 03:00,0,310.56,0,0,310.56
21/10 04:00,0,314.18,0,0,314.18
21/10 05:00,0,328.59,0,0,328.59
21/10 06:00,0,365.7,0,0,365.7
21/10 07:00,3.1,472.62,3.1,0,469.52
21/10 08:00,19.05,614.31,19.05,0,595.26
21/10 09:00,39.68,737.4,39.68,0,697.72
21/10 10:00,30.56,797.45,30.56,0,766.89
21/10 11:00,31.26,815.91,31.26,0,784.65
21/10 12:00,66.19,758.62,66.19,0,692.43
21/10 13:00,26.8,681.72,26.8,0,654.92
21/10 14:00,14.09,614.03,14.09,0,599.94
21/10 15:00,16.15,572.47,16.15,0,556.32
21/10 16:00,6.53,565.11,6.53,0,558.58
21/10 17:00,0,652.86,0,0,652.86
21/10 18:00,0,791.25,0,0,791.25
21/10 19:00,0,881.43,0,0,881.43
21/10 20:00,0,850.7,0,0,850.7
21/10 21:00,0,696.72,0,0,696.72
21/10 22:00,0,549.39,0,0,549.39
21/10 23:00,0,423.34,0,0,423.34
22/10 00:00,0,353.17,0,0,353.17
22/10 01:00,0,318.6,0,0,318.6
22/10 02:00,0,303.62,0,0,303.62
22/10 03:00,0,307.24,0,0,307.24
22/10 04:00,0,321.53,0,0,321.53
22/10 05:00,0,367.6,0,0,367.6
22/10 06:00,0,511.08,0,0,511.08
22/10 07:00,43.28,648.61,43.28,0,605.33
22/10 08:00,75.61,651.1,75.61,0,575.49
22/10 09:00,345.47,632.09,345.47,0,286.62
22/10 10:00,352.71,631.12,352.71,0,278.41
22/10 11:00,325.8,653.59,325.8,0,327.79
22/10 12:00,237.47,619.3,237.47,0,381.83
22/10 13:00,145.1,569.64,145.1,0,424.54
22/10 14:00,115.76,503.72,115.76,0,387.96
22/10 15:00,42.99,488.05,42.99,0,445.06
22/10 16:00,4.75,515.93,4.75,0,511.18
22/10 17:00,0,622.92,0,0,622.92
22/10 18:00,0,814.56,0,0,814.56
22/10 19:00,0,930.01,0,0,930.01
22/10 20:00,0,883.25,0,0,883.25
22/10 21:00,0,713.96,0,0,713.96
22/10 22:00,0,547.99,0,0,547.99
22/10 23:00,0,409.03,0,0,409.03
23/10 00:00,0,341.38,0,0,341.38
23/10 01:00,0,313.64,0,0,313.64
23/10 02:00,0,299.96,0,0,299.96
23/10 03:00,0,306.87,0,0,306.87
23/10 04:00,0,319.61,0,0,319.61
23/10 05:00,0,361.3,0,0,361.3
23/10 06:00,0,512.74,0,0,512.74
23/10 07:00,45.36,631.49,45.36,0,586.13
23/10 08:00,101.13,614.61,101.13,0,513.48
23/10 09:00,319,566.15,319,0,247.15
23/10 10:00,439.28,559.25,439.28,0,119.97
23/10 11:00,183.53,606.12,183.53,0,422.59
23/10 12:00,182.39,584.75,182.39,0,402.36
23/10 13:00,155.63,534.8,155.63,0,379.17
23/10 14:00,27.08,473.15,27.08,0,446.07
23/10 15:00,9.08,463.05,9.08,0,453.97
23/10 16:00,5.72,496.26,5.72,0,490.54
23/10 17:00,0,594.16,0,0,594.16
23/10 18:00,0,773.63,0,0,773.63
23/10 19:00,0,892.91,0,0,892.91
23/10 20:00,0,846.54,0,0,846.54
23/10 21:00,0,691.54,0,0,691.54
23/10 22:00,0,547.81,0,0,547.81
23/10 23:00,0,423.03,0,0,423.03
24/10 00:00,0,350.84,0,0,350.84
24/10 01:00,0,313.98,0,0,313.98
24/10 02:00,0,300.2,0,0,300.2
24/10 03:00,0,299.78,0,0,299.78
24/10 04:00,0,315.85,0,0,315.85
24/10 05:00,0,355.43,0,0,355.43
24/10 06:00,0,481.28,0,0,481.28
24/10 07:00,195.28,585.26,195.28,0,389.98
24/10 08:00,390.25,610.12,390.25,0,219.87
24/10 09:00,156.91,597.42,156.91,0,440.51
24/10 10:00,225.85,578.27,225.85,0,352.42
24/10 11:00,77.34,633.07,77.34,0,555.73
24/10 12:00,80.55,615.93,80.55,0,535.38
24/10 13:00,51.95,569.2,51.95,0,517.25
24/10 14:00,106.45,500.05,106.45,0,393.6
24/10 15:00,56.63,476.57,56.63,0,419.94
24/10 16:00,2.79,506.25,2.79,0,503.46
24/10 17:00,0,609.18,0,0,609.18
24/10 18:00,0,782.7,0,0,782.7
24/10 19:00,0,905.59,0,0,905.59
24/10 20:00,0,869.27,0,0,869.27
24/10 21:00,0,723.55,0,0,723.55
24/10 22:00,0,558.13,0,0,558.13
24/10 23:00,0,428.89,0,0,428.89
25/10 00:00,0,361.23,0,0,361.23
25/10 01:00,0,321.82,0,0,321.82
25/10 02:00,0,303.17,0,0,303.17
25/10 03:00,0,308.42,0,0,308.42
25/10 04:00,0,321.79,0,0,321.79
25/10 05:00,0,372.45,0,0,372.45
25/10 06:00,0,513.43,0,0,513.43
25/10 07:00,83.74,637.95,83.74,0,554.21
25/10 08:00,189.43,610.8,189.43,0,421.37
25/10 09:00,408.3,567.98,408.3,0,159.68
25/10 10:00,652.39,567.44,567.44,84.95,0
25/10 11:00,704.61,614.72,614.72,89.89,0
25/10 12:00,683.64,596.74,596.74,86.9,0
25/10 13:00,594.06,537.88,537.88,56.18,0
25/10 14:00,474.34,474.53,474.34,0,0.19
25/10 15:00,30.64,463.73,30.64,0,433.09
25/10 16:00,5.9,501.14,5.9,0,495.24
25/10 17:00,0,608.9,0,0,608.9
25/10 18:00,0,795.14,0,0,795.14
25/10 19:00,0,930.3,0,0,930.3
25/10 20:00,0,870.06,0,0,870.06
25/10 21:00,0,703.83,0,0,703.83
25/10 22:00,0,557.71,0,0,557.71
25/10 23:00,0,420.14,0,0,420.14
26/10 00:00,0,350.43,0,0,350.43
26/10 01:00,0,319.28,0,0,319.28
26/10 02:00,0,304.52,0,0,304.52
26/10 03:00,0,310.47,0,0,310.47
26/10 04:00,0,323.47,0,0,323.47
26/10 05:00,0,367.35,0,0,367.35
26/10 06:00,0,500.78,0,0,500.78
26/10 07:00,103.68,626.23,103.68,0,522.55
26/10 08:00,230.57,626.48,230.57,0,395.91
26/10 09:00,436.9,571.48,436.9,0,134.58
26/10 10:00,645.69,567.84,567.84,77.85,0
26/10 11:00,674.23,627.17,627.17,47.06,0
26/10 12:00,658.71,605.89,605.89,52.82,0
26/10 13:00,582.6,562.67,562.67,19.93,0
26/10 14:00,456.66,512.85,456.66,0,56.19
26/10 15:00,35.77,495.62,35.77,0,459.85
26/10 16:00,5.26,527.73,5.26,0,522.47
26/10 17:00,0,611.17,0,0,611.17
26/10 18:00,0,772.92,0,0,772.92
26/10 19:00,0,865.71,0,0,865.71
26/10 20:00,0,838.88,0,0,838.88
26/10 21:00,0,708.3,0,0,708.3
26/10 22:00,0,563.37,0,0,563.37
26/10 23:00,0,449.2,0,0,449.2
27/10 00:00,0,373.18,0,0,373.18
27/10 01:00,0,337.01,0,0,337.01
27/10 02:00,0,312.29,0,0,312.29
27/10 03:00,0,311.17,0,0,311.17
27/10 04:00,0,323.32,0,0,323.32
27/10 05:00,0,337.87,0,0,337.87
27/10 06:00,0,400.04,0,0,400.04
27/10 07:00,141.89,547.77,141.89,0,405.88
27/10 08:00,325.98,659.36,325.98,0,333.38
27/10 09:00,478.18,669.67,478.18,0,191.49
27/10 10:00,633.16,660.92,633.16,0,27.76
27/10 11:00,640.75,729.28,640.75,0,88.53
27/10 12:00,630.78,715.43,630.78,0,84.65
27/10 13:00,530.64,666.13,530.64,0,135.49
27/10 14:00,347.48,618.96,347.48,0,271.48
27/10 15:00,52.38,557.64,52.38,0,505.26
27/10 16:00,3.67,553.56,3.67,0,549.89
27/10 17:00,0,644.09,0,0,644.09
27/10 18:00,0,785.76,0,0,785.76
27/10 19:00,0,860.07,0,0,860.07
27/10 20:00,0,789.59,0,0,789.59
27/10 21:00,0,676.87,0,0,676.87
27/10 22:00,0,568.25,0,0,568.25
27/10 23:00,0,466.25,0,0,466.25
28/10 00:00,0,390.92,0,0,390.92
28/10 01:00,0,679.57,0,0,679.57
28/10 02:00,0,315.36,0,0,315.36
28/10 03:00,0,314.36,0,0,314.36
28/10 04:00,0,321.29,0,0,321.29
28/10 05:00,0,334.69,0,0,334.69
28/10 06:00,0,371.04,0,0,371.04
28/10 07:00,81.14,478.93,81.14,0,397.79
28/10 08:00,77.06,625.97,77.06,0,548.91
28/10 09:00,44.29,750.04,44.29,0,705.75
28/10 10:00,141.72,811.55,141.72,0,669.83
28/10 11:00,277.07,839.23,277.07,0,562.16
28/10 12:00,121.35,779.04,121.35,0,657.69
28/10 13:00,120.01,691.91,120.01,0,571.9
28/10 14:00,94.8,626.4,94.8,0,531.6
28/10 15:00,24.48,584.61,24.48,0,560.13
28/10 16:00,0.24,584.46,0.24,0,584.22
28/10 17:00,0,683.81,0,0,683.81
28/10 18:00,0,826.72,0,0,826.72
28/10 19:00,0,896.93,0,0,896.93
28/10 20:00,0,852.92,0,0,852.92
28/10 21:00,0,699.26,0,0,699.26
28/10 22:00,0,552.95,0,0,552.95
28/10 23:00,0,427.19,0,0,427.19
29/10 00:00,0,362.1,0,0,362.1
29/10 01:00,0,325.71,0,0,325.71
29/10 02:00,0,308.52,0,0,308.52
29/10 03:00,0,314.91,0,0,314.91
29/10 04:00,0,330.26,0,0,330.26
29/10 05:00,0,376.86,0,0,376.86
29/10 06:00,0,519.13,0,0,519.13
29/10 07:00,106.3,658.52,106.3,0,552.22
29/10 08:00,266.8,671.48,266.8,0,404.68
29/10 09:00,250.77,648.3,250.77,0,397.53
29/10 10:00,226.17,648.72,226.17,0,422.55
29/10 11:00,339.76,672.46,339.76,0,332.7
29/10 12:00,409.89,631.67,409.89,0,221.78
29/10 13:00,543.29,578.39,543.29,0,35.1
29/10 14:00,419.58,513.15,419.58,0,93.57
29/10 15:00,45.06,506.33,45.06,0,461.27
29/10 16:00,1.39,537.03,1.39,0,535.64
29/10 17:00,0,657.55,0,0,657.55
29/10 18:00,0,852.38,0,0,852.38
29/10 19:00,0,944.74,0,0,944.74
29/10 20:00,0,884.34,0,0,884.34
29/10 21:00,0,720.21,0,0,720.21
29/10 22:00,0,558.79,0,0,558.79
29/10 23:00,0,417.48,0,0,417.48
30/10 00:00,0,348.98,0,0,348.98
30/10 01:00,0,318.95,0,0,318.95
30/10 02:00,0,306.18,0,0,306.18
30/10 03:00,0,312.95,0,0,312.95
30/10 04:00,0,327.11,0,0,327.11
30/10 05:00,0,369.22,0,0,369.22
30/10 06:00,0,522.23,0,0,522.23
30/10 07:00,77.93,644.42,77.93,0,566.49
30/10 08:00,277.55,631.64,277.55,0,354.09
30/10 09:00,101.62,578.64,101.62,0,477.02
30/10 10:00,155.67,572.53,155.67,0,416.86
30/10 11:00,318.26,621.31,318.26,0,303.05
30/10 12:00,233.27,598.21,233.27,0,364.94
30/10 13:00,351.39,546.16,351.39,0,194.77
30/10 14:00,382.88,482.29,382.88,0,99.41
30/10 15:00,41.39,473.05,41.39,0,431.66
30/10 16:00,0,510.55,0,0,510.55
30/10 17:00,0,627.57,0,0,627.57
30/10 18:00,0,806.26,0,0,806.26
30/10 19:00,0,908.19,0,0,908.19
30/10 20:00,0,855.45,0,0,855.45
30/10 21:00,0,699.44,0,0,699.44
30/10 22:00,0,556.07,0,0,556.07
30/10 23:00,0,430.67,0,0,430.67
31/10 00:00,0,357.91,0,0,357.91
31/10 01:00,0,320.01,0,0,320.01
31/10 02:00,0,304.97,0,0,304.97
31/10 03:00,0,305.23,0,0,305.23
31/10 04:00,0,323.7,0,0,323.7
31/10 05:00,0,362.59,0,0,362.59
31/10 06:00,0,489.44,0,0,489.44
31/10 07:00,43.08,600.96,43.08,0,557.88
31/10 08:00,45.64,622.48,45.64,0,576.84
31/10 09:00,50.23,608.15,50.23,0,557.92
31/10 10:00,100.91,588.7,100.91,0,487.79
31/10 11:00,50.13,639.04,50.13,0,588.91
31/10 12:00,78.08,628.14,78.08,0,550.06
31/10 13:00,64.35,581.67,64.35,0,517.32
31/10 14:00,85.42,509.28,85.42,0,423.86
31/10 15:00,26.91,486.96,26.91,0,460.05
31/10 16:00,0,526.12,0,0,526.12
31/10 17:00,0,638.21,0,0,638.21
31/10 18:00,0,817.72,0,0,817.72
31/10 19:00,0,921.27,0,0,921.27
31/10 20:00,0,875.77,0,0,875.77
31/10 21:00,0,729.88,0,0,729.88
31/10 22:00,0,563.77,0,0,563.77
31/10 23:00,0,445.02,0,0,445.02
01/11 00:00,0,403.04,0,0,403.04
01/11 01:00,0,363.33,0,0,363.33
01/11 02:00,0,331.16,0,0,331.16
01/11 03:00,0,323.33,0,0,323.33
01/11 04:00,0,329.64,0,0,329.64
01/11 05:00,0,344.13,0,0,344.13
01/11 06:00,0,381.6,0,0,381.6
01/11 07:00,185.73,493.94,185.73,0,308.21
01/11 08:00,424.02,641.63,424.02,0,217.61
01/11 09:00,571.78,760.47,571.78,0,188.69
01/11 10:00,639.82,830.4,639.82,0,190.58
01/11 11:00,671.55,862.72,671.55,0,191.17
01/11 12:00,651.64,799.89,651.64,0,148.25
01/11 13:00,579.59,712.02,579.59,0,132.43
01/11 14:00,458.94,643.32,458.94,0,184.38
01/11 15:00,24.84,601.47,24.84,0,576.63
01/11 16:00,0,606.9,0,0,606.9
01/11 17:00,0,716.68,0,0,716.68
01/11 18:00,0,863.78,0,0,863.78
01/11 19:00,0,914.66,0,0,914.66
01/11 20:00,0,861.8,0,0,861.8
01/11 21:00,0,703.99,0,0,703.99
01/11 22:00,0,560.99,0,0,560.99
01/11 23:00,0,434.97,0,0,434.97
02/11 00:00,0,360.81,0,0,360.81
02/11 01:00,0,328.36,0,0,328.36
02/11 02:00,0,310.87,0,0,310.87
02/11 03:00,0,317.53,0,0,317.53
02/11 04:00,0,332.63,0,0,332.63
02/11 05:00,0,376.08,0,0,376.08
02/11 06:00,0,512.15,0,0,512.15
02/11 07:00,164.48,642.69,164.48,0,478.21
02/11 08:00,425.72,643.53,425.72,0,217.81
02/11 09:00,549.51,584.43,549.51,0,34.92
02/11 10:00,639.19,582.63,582.63,56.56,0
02/11 11:00,678,635.46,635.46,42.54,0
02/11 12:00,648.54,613.55,613.55,34.99,0
02/11 13:00,571.11,571.1,571.1,0.01,0
02/11 14:00,439.14,526.17,439.14,0,87.03
02/11 15:00,29.16,509.23,29.16,0,480.07
02/11 16:00,0,550.03,0,0,550.03
02/11 17:00,0,642.13,0,0,642.13
02/11 18:00,0,799.86,0,0,799.86
02/11 19:00,0,883.63,0,0,883.63
02/11 20:00,0,850.34,0,0,850.34
02/11 21:00,0,718,0,0,718
02/11 22:00,0,573.47,0,0,573.47
02/11 23:00,0,459.74,0,0,459.74
03/11 00:00,0,387.96,0,0,387.96
03/11 01:00,0,345.94,0,0,345.94
03/11 02:00,0,321.23,0,0,321.23
03/11 03:00,0,321.09,0,0,321.09
03/11 04:00,0,336.2,0,0,336.2
03/11 05:00,0,349.01,0,0,349.01
03/11 06:00,0,412.09,0,0,412.09
03/11 07:00,52.98,563.28,52.98,0,510.3
03/11 08:00,238.88,680.29,238.88,0,441.41
03/11 09:00,168.95,692.18,168.95,0,523.23
03/11 10:00,567.26,682.03,567.26,0,114.77
03/11 11:00,665.44,742.62,665.44,0,77.18
03/11 12:00,473.4,732.47,473.4,0,259.07
03/11 13:00,497.35,681.88,497.35,0,184.53
03/11 14:00,427.45,638.27,427.45,0,210.82
03/11 15:00,37.82,571.84,37.82,0,534.02
03/11 16:00,0,578.96,0,0,578.96
03/11 17:00,0,676.95,0,0,676.95
03/11 18:00,0,816.32,0,0,816.32
03/11 19:00,0,882.33,0,0,882.33
03/11 20:00,0,803.82,0,0,803.82
03/11 21:00,0,684.19,0,0,684.19
03/11 22:00,0,577.8,0,0,577.8
03/11 23:00,0,479.18,0,0,479.18
04/11 00:00,0,403.04,0,0,403.04
04/11 01:00,0,363.33,0,0,363.33
04/11 02:00,0,331.16,0,0,331.16
04/11 03:00,0,323.33,0,0,323.33
04/11 04:00,0,329.64,0,0,329.64
04/11 05:00,0,344.13,0,0,344.13
04/11 06:00,0,381.6,0,0,381.6
04/11 07:00,6.08,493.94,6.08,0,487.86
04/11 08:00,16.65,641.63,16.65,0,624.98
04/11 09:00,26.68,760.47,26.68,0,733.79
04/11 10:00,27.35,830.4,27.35,0,803.05
04/11 11:00,44.3,862.72,44.3,0,818.42
04/11 12:00,28.11,799.89,28.11,0,771.78
04/11 13:00,28.08,712.02,28.08,0,683.94
04/11 14:00,70.22,643.32,70.22,0,573.1
04/11 15:00,16.77,601.47,16.77,0,584.7
04/11 16:00,0,606.9,0,0,606.9
04/11 17:00,0,716.68,0,0,716.68
04/11 18:00,0,863.78,0,0,863.78
04/11 19:00,0,914.66,0,0,914.66
04/11 20:00,0,861.8,0,0,861.8
04/11 21:00,0,703.99,0,0,703.99
04/11 22:00,0,560.99,0,0,560.99
04/11 23:00,0,437.92,0,0,437.92
05/11 00:00,0,371.53,0,0,371.53
05/11 01:00,0,332.54,0,0,332.54
05/11 02:00,0,313.64,0,0,313.64
05/11 03:00,0,322.22,0,0,322.22
05/11 04:00,0,336.05,0,0,336.05
05/11 05:00,0,386.51,0,0,386.51
05/11 06:00,0,526.45,0,0,526.45
05/11 07:00,33.8,668.74,33.8,0,634.94
05/11 08:00,84.34,685.91,84.34,0,601.57
05/11 09:00,34.34,662.76,34.34,0,628.42
05/11 10:00,53.61,667.57,53.61,0,613.96
05/11 11:00,47.08,686.04,47.08,0,638.96
05/11 12:00,73.39,648.22,73.39,0,574.83
05/11 13:00,133.39,589.75,133.39,0,456.36
05/11 14:00,49.42,525.02,49.42,0,475.6
05/11 15:00,25.7,519.93,25.7,0,494.23
05/11 16:00,0,555.84,0,0,555.84
05/11 17:00,0,687.21,0,0,687.21
05/11 18:00,0,882.13,0,0,882.13
05/11 19:00,0,963.76,0,0,963.76
05/11 20:00,0,897.56,0,0,897.56
05/11 21:00,0,732.3,0,0,732.3
05/11 22:00,0,571.13,0,0,571.13
05/11 23:00,0,429.74,0,0,429.74
06/11 00:00,0,362.06,0,0,362.06
06/11 01:00,0,326.35,0,0,326.35
06/11 02:00,0,312.41,0,0,312.41
06/11 03:00,0,319.53,0,0,319.53
06/11 04:00,0,334.73,0,0,334.73
06/11 05:00,0,378.07,0,0,378.07
06/11 06:00,0,533.11,0,0,533.11
06/11 07:00,45.01,661.08,45.01,0,616.07
06/11 08:00,79.94,647,79.94,0,567.06
06/11 09:00,141.28,592.79,141.28,0,451.51
06/11 10:00,296.01,586.37,296.01,0,290.36
06/11 11:00,149.87,633.89,149.87,0,484.02
06/11 12:00,272.86,607.83,272.86,0,334.97
06/11 13:00,161.35,557.92,161.35,0,396.57
06/11 14:00,319.75,497.56,319.75,0,177.81
06/11 15:00,40.9,491.14,40.9,0,450.24
06/11 16:00,0,533.39,0,0,533.39
06/11 17:00,0,659.14,0,0,659.14
06/11 18:00,0,836.62,0,0,836.62
06/11 19:00,0,925.55,0,0,925.55
06/11 20:00,0,866.86,0,0,866.86
06/11 21:00,0,712.82,0,0,712.82
06/11 22:00,0,568.25,0,0,568.25
06/11 23:00,0,440.58,0,0,440.58
07/11 00:00,0,366.51,0,0,366.51
07/11 01:00,0,325.66,0,0,325.66
07/11 02:00,0,310.16,0,0,310.16
07/11 03:00,0,310.56,0,0,310.56
07/11 04:00,0,328.2,0,0,328.2
07/11 05:00,0,368.47,0,0,368.47
07/11 06:00,0,497.92,0,0,497.92
07/11 07:00,81.67,610.04,81.67,0,528.37
07/11 08:00,149.57,635.38,149.57,0,485.81
07/11 09:00,363.3,619.89,363.3,0,256.59
07/11 10:00,624.21,603.01,603.01,21.2,0
07/11 11:00,662.61,647.79,647.79,14.82,0
07/11 12:00,583.29,638.2,583.29,0,54.91
07/11 13:00,136.76,596.65,136.76,0,459.89
07/11 14:00,17.62,523.26,17.62,0,505.64
07/11 15:00,27.74,500.31,27.74,0,472.57
07/11 16:00,0,546.52,0,0,546.52
07/11 17:00,0,669.48,0,0,669.48
07/11 18:00,0,849.21,0,0,849.21
07/11 19:00,0,937.68,0,0,937.68
07/11 20:00,0,886.68,0,0,886.68
07/11 21:00,0,737.65,0,0,737.65
07/11 22:00,0,570.47,0,0,570.47
07/11 23:00,0,444.85,0,0,444.85
08/11 00:00,0,377.25,0,0,377.25
08/11 01:00,0,332.63,0,0,332.63
08/11 02:00,0,311.09,0,0,311.09
08/11 03:00,0,318.28,0,0,318.28
08/11 04:00,0,332.49,0,0,332.49
08/11 05:00,0,386.81,0,0,386.81
08/11 06:00,0,531.61,0,0,531.61
08/11 07:00,20.54,657.39,20.54,0,636.85
08/11 08:00,123.46,633.88,123.46,0,510.42
08/11 09:00,107.9,589.99,107.9,0,482.09
08/11 10:00,322.3,589.99,322.3,0,267.69
08/11 11:00,675.92,634.74,634.74,41.18,0
08/11 12:00,655.53,620.38,620.38,35.15,0
08/11 13:00,532.94,563.69,532.94,0,30.75
08/11 14:00,408.19,496.73,408.19,0,88.54
08/11 15:00,35.78,493.06,35.78,0,457.28
08/11 16:00,0,540.18,0,0,540.18
08/11 17:00,0,665.99,0,0,665.99
08/11 18:00,0,845.09,0,0,845.09
08/11 19:00,0,951.06,0,0,951.06
08/11 20:00,0,887.3,0,0,887.3
08/11 21:00,0,725.08,0,0,725.08
08/11 22:00,0,580.01,0,0,580.01
08/11 23:00,0,440.43,0,0,440.43
09/11 00:00,0,367.97,0,0,367.97
09/11 01:00,0,332.67,0,0,332.67
09/11 02:00,0,314.89,0,0,314.89
09/11 03:00,0,322.38,0,0,322.38
09/11 04:00,0,338.18,0,0,338.18
09/11 05:00,0,381.94,0,0,381.94
09/11 06:00,0,518.85,0,0,518.85
09/11 07:00,13.75,652.66,13.75,0,638.91
09/11 08:00,60,656.03,60,0,596.03
09/11 09:00,150.4,602.41,150.4,0,452.01
09/11 10:00,85.83,600.57,85.83,0,514.74
09/11 11:00,303,644.45,303,0,341.45
09/11 12:00,492.8,621.44,492.8,0,128.64
09/11 13:00,114.59,576.71,114.59,0,462.12
09/11 14:00,41.87,531.98,41.87,0,490.11
09/11 15:00,9.03,516.3,9.03,0,507.27
09/11 16:00,0,566.83,0,0,566.83
09/11 17:00,0,665.51,0,0,665.51
09/11 18:00,0,823.7,0,0,823.7
09/11 19:00,0,892.58,0,0,892.58
09/11 20:00,0,855.18,0,0,855.18
09/11 21:00,0,720.95,0,0,720.95
09/11 22:00,0,584.33,0,0,584.33
09/11 23:00,0,469.22,0,0,469.22
10/11 00:00,0,395.08,0,0,395.08
10/11 01:00,0,349.83,0,0,349.83
10/11 02:00,0,324.45,0,0,324.45
10/11 03:00,0,326.97,0,0,326.97
10/11 04:00,0,341.51,0,0,341.51
10/11 05:00,0,356.49,0,0,356.49
10/11 06:00,0,419.11,0,0,419.11
10/11 07:00,12.38,570.88,12.38,0,558.5
10/11 08:00,51.88,691.33,51.88,0,639.45
10/11 09:00,135.56,701.73,135.56,0,566.17
10/11 10:00,217.93,694.76,217.93,0,476.83
10/11 11:00,170.71,750.24,170.71,0,579.53
10/11 12:00,92.69,742.38,92.69,0,649.69
10/11 13:00,31.08,697.28,31.08,0,666.2
10/11 14:00,49.71,653.38,49.71,0,603.67
10/11 15:00,25.79,587.94,25.79,0,562.15
10/11 16:00,0,600.57,0,0,600.57
10/11 17:00,0,706.78,0,0,706.78
10/11 18:00,0,840.16,0,0,840.16
10/11 19:00,0,896.99,0,0,896.99
10/11 20:00,0,815.54,0,0,815.54
10/11 21:00,0,698.19,0,0,698.19
10/11 22:00,0,591.81,0,0,591.81
