Date,ProdPV,Consumption,Autoconsumed_power,Injected_power,Extracted_power
24/10 15:00,295.21,55.08,55.08,67.06,0
24/10 16:00,102.25,142.82,2.71,0,140.11
24/10 17:00,0,291.63,0,0,291.63
24/10 18:00,0,374.71,0,0,374.71
24/10 19:00,0,433.54,0,0,433.54
24/10 20:00,0,416.15,0,0,416.15
24/10 21:00,0,346.39,0,0,346.39
24/10 22:00,0,267.2,0,0,267.2
24/10 23:00,0,205.32,0,0,205.32
25/10 00:00,0,172.93,0,0,172.93
25/10 01:00,0,154.07,0,0,154.07
25/10 02:00,0,145.14,0,0,145.14
25/10 03:00,0,147.65,0,0,147.65
25/10 04:00,0,154.05,0,0,154.05
25/10 05:00,0,178.3,0,0,178.3
25/10 06:00,0,245.8,0,0,245.8
25/10 07:00,54.18,332.87,81.64,0,251.23
25/10 08:00,149.8,327.21,184.6,0,142.61
25/10 09:00,322.45,271.91,271.91,50.54,0
25/10 10:00,397.61,271.65,271.65,125.96,0
25/10 11:00,320.84,294.29,294.29,26.55,0
25/10 12:00,360.05,285.68,285.68,74.37,0
25/10 13:00,120.01,395,257.5,0,137.49
25/10 14:00,161.19,293.16,227.18,0,65.99
25/10 15:00,63.91,380.1,222,0,158.09
25/10 16:00,23.04,456.78,239.91,0,216.87
25/10 17:00,0,583,291.5,0,291.5
25/10 18:00,0,761.32,380.66,0,380.66
25/10 19:00,0,890.74,445.37,0,445.37
25/10 20:00,0,516.49,99.96,0,416.53
25/10 21:00,0,336.95,0,0,336.95
25/10 22:00,0,266.99,0,0,266.99
25/10 23:00,0,201.14,0,0,201.14
26/10 00:00,0,167.76,0,0,167.76
26/10 01:00,0,152.85,0,0,152.85
26/10 02:00,0,145.78,0,0,145.78
26/10 03:00,0,148.63,0,0,148.63
26/10 04:00,0,154.85,0,0,154.85
26/10 05:00,0,175.86,0,0,175.86
26/10 06:00,0,239.74,0,0,239.74
26/10 07:00,13.06,387.75,101.01,0,286.74
26/10 08:00,27.55,497.06,224.69,0,272.37
26/10 09:00,80.71,466.46,273.59,0,192.88
26/10 10:00,29.51,514.17,271.84,0,242.33
26/10 11:00,204.33,396.17,300.25,0,95.92
26/10 12:00,125.11,455.02,290.06,0,164.95
26/10 13:00,134.54,404.2,269.37,0,134.83
26/10 14:00,149.07,341.96,245.52,0,96.45
26/10 15:00,6.76,467.78,237.27,0,230.51
26/10 16:00,2.48,502.8,252.64,0,250.16
26/10 17:00,0,585.18,292.59,0,292.59
26/10 18:00,0,740.05,370.03,0,370.03
26/10 19:00,0,828.89,414.44,0,414.44
26/10 20:00,0,426.94,25.34,0,401.6
26/10 21:00,0,339.09,0,0,339.09
26/10 22:00,0,269.7,0,0,269.7
26/10 23:00,0,215.05,0,0,215.05
27/10 00:00,0,178.65,0,0,178.65
27/10 01:00,0,161.34,0,0,161.34
27/10 02:00,0,149.5,0,0,149.5
27/10 03:00,0,148.97,0,0,148.97
27/10 04:00,0,154.78,0,0,154.78
27/10 05:00,0,161.75,0,0,161.75
27/10 06:00,0,191.51,0,0,191.51
27/10 07:00,1.18,399.19,138.13,0,261.06
27/10 08:00,26.89,604.42,315.66,0,288.77
27/10 09:00,26.94,614.25,320.59,0,293.65
27/10 10:00,46.1,586.71,316.41,0,270.31
27/10 11:00,36.9,661.37,349.13,0,312.23
27/10 12:00,33.16,651.85,342.5,0,309.34
27/10 13:00,43.18,594.62,318.9,0,275.72
27/10 14:00,162.46,430.17,296.32,0,133.86
27/10 15:00,305.84,266.96,266.96,38.88,0
27/10 16:00,65.43,464.59,265.01,0,199.58
27/10 17:00,0,616.69,308.35,0,308.35
27/10 18:00,0,708.43,332.26,0,376.17
27/10 19:00,0,411.75,0,0,411.75
27/10 20:00,0,378,0,0,378
27/10 21:00,0,324.04,0,0,324.04
27/10 22:00,0,272.04,0,0,272.04
27/10 23:00,0,223.21,0,0,223.21
28/10 00:00,0,187.15,0,0,187.15
28/10 01:00,0,325.33,0,0,325.33
28/10 02:00,0,150.97,0,0,150.97
28/10 03:00,0,150.5,0,0,150.5
28/10 04:00,0,153.81,0,0,153.81
28/10 05:00,0,160.23,0,0,160.23
28/10 06:00,0,177.63,0,0,177.63
28/10 07:00,73.46,234.94,79.12,0,155.82
28/10 08:00,344.16,75.13,75.13,44.48,0
28/10 09:00,218.78,183.44,43.15,0,140.29
28/10 10:00,658.93,138.25,138.25,270.41,0
28/10 11:00,740.12,269.99,269.99,338.35,0
28/10 12:00,648.77,118.3,118.3,275.82,0
28/10 13:00,524.64,116.94,116.94,193.4,0
28/10 14:00,189.39,202.88,92.39,0,110.49
28/10 15:00,186.33,117.39,23.85,0,93.54
28/10 16:00,31.58,248.45,0.23,0,248.22
28/10 17:00,0,327.36,0,0,327.36
28/10 18:00,0,395.78,0,0,395.78
28/10 19:00,0,429.39,0,0,429.39
28/10 20:00,0,408.32,0,0,408.32
28/10 21:00,0,334.76,0,0,334.76
28/10 22:00,0,264.72,0,0,264.72
28/10 23:00,0,204.51,0,0,204.51
29/10 00:00,0,173.35,0,0,173.35
29/10 01:00,0,155.93,0,0,155.93
29/10 02:00,0,147.7,0,0,147.7
29/10 03:00,0,150.76,0,0,150.76
29/10 04:00,0,158.11,0,0,158.11
29/10 05:00,0,180.42,0,0,180.42
29/10 06:00,0,248.53,0,0,248.53
29/10 07:00,114.37,304.62,103.73,0,200.89
29/10 08:00,348.03,260.12,260.12,26.57,0
29/10 09:00,504.74,244.5,244.5,194.38,0
29/10 10:00,612.4,220.59,220.59,301.83,0
29/10 11:00,640.75,321.93,321.93,318.82,0
29/10 12:00,680.75,302.4,302.4,378.35,0
29/10 13:00,594.38,276.89,276.89,317.49,0
29/10 14:00,485.5,245.66,245.66,239.84,0
29/10 15:00,298.15,242.4,242.4,55.75,0
29/10 16:00,57.55,456.64,257.1,0,199.55
29/10 17:00,0,332.74,17.95,0,314.79
29/10 18:00,0,408.06,0,0,408.06
29/10 19:00,0,452.28,0,0,452.28
29/10 20:00,0,423.36,0,0,423.36
29/10 21:00,0,344.79,0,0,344.79
29/10 22:00,0,267.51,0,0,267.51
29/10 23:00,0,199.86,0,0,199.86
30/10 00:00,0,167.07,0,0,167.07
30/10 01:00,0,152.69,0,0,152.69
30/10 02:00,0,146.58,0,0,146.58
30/10 03:00,0,149.82,0,0,149.82
30/10 04:00,0,156.6,0,0,156.6
30/10 05:00,0,176.76,0,0,176.76
30/10 06:00,0,250.01,0,0,250.01
30/10 07:00,115.07,269.34,75.9,0,193.44
30/10 08:00,337.98,270.53,270.53,35.59,0
30/10 09:00,433.69,99.15,99.15,156.68,0
30/10 10:00,546.41,152.17,152.17,272.32,0
30/10 11:00,464.49,297.44,297.44,167.05,0
30/10 12:00,670.8,240.14,240.14,384.41,0
30/10 13:00,241.89,281.04,261.47,0,19.58
30/10 14:00,404.7,230.89,230.89,173.81,0
30/10 15:00,145.6,307.33,226.46,0,80.86
30/10 16:00,40.12,221.17,16.87,0,204.3
30/10 17:00,0,300.44,0,0,300.44
30/10 18:00,0,385.99,0,0,385.99
30/10 19:00,0,434.78,0,0,434.78
30/10 20:00,0,409.53,0,0,409.53
30/10 21:00,0,334.84,0,0,334.84
30/10 22:00,0,266.21,0,0,266.21
30/10 23:00,0,206.18,0,0,206.18
31/10 00:00,0,171.34,0,0,171.34
31/10 01:00,0,153.2,0,0,153.2
31/10 02:00,0,146,0,0,146
31/10 03:00,0,146.13,0,0,146.13
31/10 04:00,0,154.97,0,0,154.97
31/10 05:00,0,173.58,0,0,173.58
31/10 06:00,0,234.31,0,0,234.31
31/10 07:00,16.97,312.76,42.03,0,270.73
31/10 08:00,22.51,320,44.51,0,275.49
31/10 09:00,113.28,226.83,48.97,0,177.86
31/10 10:00,162.4,217.83,98.4,0,119.43
31/10 11:00,140.59,214.2,48.86,0,165.34
31/10 12:00,207.08,169.73,76.1,0,93.63
31/10 13:00,45.17,296,62.7,0,233.3
31/10 14:00,79.75,247.29,83.23,0,164.06
31/10 15:00,27.19,232.15,26.22,0,205.93
31/10 16:00,58.06,193.81,0,0,193.81
31/10 17:00,0,305.53,0,0,305.53
31/10 18:00,0,391.47,0,0,391.47
31/10 19:00,0,441.04,0,0,441.04
31/10 20:00,0,419.26,0,0,419.26
31/10 21:00,0,349.42,0,0,349.42
31/10 22:00,0,269.9,0,0,269.9
31/10 23:00,0,213.05,0,0,213.05
01/11 00:00,0,192.95,0,0,192.95
01/11 01:00,0,173.94,0,0,173.94
01/11 02:00,0,158.54,0,0,158.54
01/11 03:00,0,154.79,0,0,154.79
01/11 04:00,0,157.81,0,0,157.81
01/11 05:00,0,164.75,0,0,164.75
01/11 06:00,0,182.69,0,0,182.69
01/11 07:00,130.58,287.46,181.58,0,105.88
01/11 08:00,346.5,307.17,307.17,39.33,0
01/11 09:00,513.53,364.06,364.06,149.47,0
01/11 10:00,620.6,397.54,397.54,223.06,0
01/11 11:00,677.36,413.01,413.01,264.35,0
01/11 12:00,657.73,382.93,382.93,274.8,0
01/11 13:00,613.55,340.87,340.87,272.68,0
01/11 14:00,488.41,307.98,307.98,180.43,0
01/11 15:00,307.08,287.94,287.94,19.14,0
01/11 16:00,62.9,518.19,290.55,0,227.65
01/11 17:00,0,686.2,343.1,0,343.1
01/11 18:00,0,767.41,353.89,0,413.52
01/11 19:00,0,437.88,0,0,437.88
01/11 20:00,0,412.57,0,0,412.57
01/11 21:00,0,337.03,0,0,337.03
01/11 22:00,0,268.57,0,0,268.57
01/11 23:00,0,208.24,0,0,208.24
02/11 00:00,0,172.73,0,0,172.73
02/11 01:00,0,157.2,0,0,157.2
02/11 02:00,0,148.82,0,0,148.82
02/11 03:00,0,152.01,0,0,152.01
02/11 04:00,0,159.24,0,0,159.24
02/11 05:00,0,180.04,0,0,180.04
02/11 06:00,0,245.19,0,0,245.19
02/11 07:00,120.46,347.53,160.31,0,187.22
02/11 08:00,327.81,308.08,308.08,19.73,0
02/11 09:00,502.76,279.79,279.79,222.97,0
02/11 10:00,591.04,278.92,278.92,312.12,0
02/11 11:00,676.74,304.22,304.22,372.52,0
02/11 12:00,652.23,293.73,293.73,358.5,0
02/11 13:00,618.83,273.41,273.41,345.42,0
02/11 14:00,493.87,251.9,251.9,241.97,0
02/11 15:00,305.66,243.79,243.79,61.87,0
02/11 16:00,75,451.63,263.32,0,188.32
02/11 17:00,0,614.82,307.41,0,307.41
02/11 18:00,0,765.84,382.92,0,382.92
02/11 19:00,0,846.05,423.03,0,423.03
02/11 20:00,0,498.08,90.99,0,407.09
02/11 21:00,0,343.73,0,0,343.73
02/11 22:00,0,274.54,0,0,274.54
02/11 23:00,0,220.09,0,0,220.09
03/11 00:00,0,185.73,0,0,185.73
03/11 01:00,0,165.61,0,0,165.61
03/11 02:00,0,153.79,0,0,153.79
03/11 03:00,0,153.72,0,0,153.72
03/11 04:00,0,160.95,0,0,160.95
03/11 05:00,0,167.08,0,0,167.08
03/11 06:00,0,197.28,0,0,197.28
03/11 07:00,42.19,279.08,51.61,0,227.47
03/11 08:00,80.09,477.84,232.25,0,245.59
03/11 09:00,449.73,164.5,164.5,118.36,0
03/11 10:00,593.57,326.51,326.51,267.06,0
03/11 11:00,625.99,355.52,355.52,270.47,0
03/11 12:00,283.8,417.52,350.66,0,66.86
03/11 13:00,573.17,326.44,326.44,246.73,0
03/11 14:00,473.83,305.56,305.56,168.27,0
03/11 15:00,325.97,273.76,273.76,52.21,0
03/11 16:00,28.13,526.2,277.17,0,249.04
03/11 17:00,0,625.7,301.62,0,324.08
03/11 18:00,0,390.8,0,0,390.8
03/11 19:00,0,422.4,0,0,422.4
03/11 20:00,0,384.82,0,0,384.82
03/11 21:00,0,327.55,0,0,327.55
03/11 22:00,0,276.61,0,0,276.61
03/11 23:00,0,229.4,0,0,229.4
04/11 00:00,0,192.95,0,0,192.95
04/11 01:00,0,173.94,0,0,173.94
04/11 02:00,0,158.54,0,0,158.54
04/11 03:00,0,154.79,0,0,154.79
04/11 04:00,0,157.81,0,0,157.81
04/11 05:00,0,164.75,0,0,164.75
04/11 06:00,0,182.69,0,0,182.69
04/11 07:00,55.24,187.12,5.9,0,181.22
04/11 08:00,45.54,277.82,16.19,0,261.63
04/11 09:00,47.1,342.94,25.98,0,316.96
04/11 10:00,47.89,376.29,26.64,0,349.65
04/11 11:00,35.72,420.47,43.18,0,377.29
04/11 12:00,44.21,366.09,27.37,0,338.72
04/11 13:00,54.38,313.84,27.35,0,286.49
04/11 14:00,41.91,334.51,68.44,0,266.07
04/11 15:00,5.28,299.02,16.36,0,282.66
04/11 16:00,12.89,277.66,0,0,277.66
04/11 17:00,0,343.1,0,0,343.1
04/11 18:00,0,413.52,0,0,413.52
04/11 19:00,0,437.88,0,0,437.88
04/11 20:00,0,412.57,0,0,412.57
04/11 21:00,0,337.03,0,0,337.03
04/11 22:00,0,268.57,0,0,268.57
04/11 23:00,0,209.65,0,0,209.65
05/11 00:00,0,177.86,0,0,177.86
05/11 01:00,0,159.2,0,0,159.2
05/11 02:00,0,150.15,0,0,150.15
05/11 03:00,0,154.26,0,0,154.26
05/11 04:00,0,160.88,0,0,160.88
05/11 05:00,0,185.03,0,0,185.03
05/11 06:00,0,252.03,0,0,252.03
05/11 07:00,21.9,331.19,32.94,0,298.25
05/11 08:00,64.6,345.94,82.17,0,263.77
05/11 09:00,32.43,318.3,33.44,0,284.86
05/11 10:00,43.93,327.88,52.22,0,275.66
05/11 11:00,45.35,328.93,45.85,0,283.08
05/11 12:00,32.21,349.58,71.46,0,278.12
05/11 13:00,94.8,317.41,129.88,0,187.53
05/11 14:00,194.04,105.42,48.12,0,57.3
05/11 15:00,182.12,91.81,25.02,0,66.79
05/11 16:00,57.24,208.86,0,0,208.86
05/11 17:00,0,328.99,0,0,328.99
05/11 18:00,0,422.31,0,0,422.31
05/11 19:00,0,461.39,0,0,461.39
05/11 20:00,0,429.69,0,0,429.69
05/11 21:00,0,350.58,0,0,350.58
05/11 22:00,0,273.42,0,0,273.42
05/11 23:00,0,205.73,0,0,205.73
06/11 00:00,0,173.33,0,0,173.33
06/11 01:00,0,156.23,0,0,156.23
06/11 02:00,0,149.56,0,0,149.56
06/11 03:00,0,152.97,0,0,152.97
06/11 04:00,0,160.25,0,0,160.25
06/11 05:00,0,180.99,0,0,180.99
06/11 06:00,0,255.22,0,0,255.22
06/11 07:00,43.76,316.57,43.85,0,272.72
06/11 08:00,95.21,292.45,77.92,0,214.53
06/11 09:00,54.91,366.58,137.7,0,228.88
06/11 10:00,101.52,459.91,280.72,0,179.2
06/11 11:00,205.7,250.84,153.08,0,97.77
06/11 12:00,326.28,266.02,266.02,35.29,0
06/11 13:00,483.35,157.27,157.27,216.25,0
06/11 14:00,407.27,238.2,238.2,169.07,0
06/11 15:00,282.7,105.98,105.98,47.57,0
06/11 16:00,45.92,209.43,0,0,209.43
06/11 17:00,0,315.55,0,0,315.55
06/11 18:00,0,400.52,0,0,400.52
06/11 19:00,0,443.09,0,0,443.09
06/11 20:00,0,415,0,0,415
06/11 21:00,0,341.25,0,0,341.25
06/11 22:00,0,272.04,0,0,272.04
06/11 23:00,0,210.92,0,0,210.92
07/11 00:00,0,175.46,0,0,175.46
07/11 01:00,0,155.9,0,0,155.9
07/11 02:00,0,148.49,0,0,148.49
07/11 03:00,0,148.68,0,0,148.68
07/11 04:00,0,157.12,0,0,157.12
07/11 05:00,0,176.4,0,0,176.4
07/11 06:00,0,238.37,0,0,238.37
07/11 07:00,20.32,351.3,79.57,0,271.73
07/11 08:00,70.69,379.39,145.9,0,233.49
07/11 09:00,59.38,534.14,296.76,0,237.38
07/11 10:00,97.55,479.81,288.68,0,191.13
07/11 11:00,156.2,464.04,310.12,0,153.92
07/11 12:00,169.2,441.86,305.53,0,136.33
07/11 13:00,168.52,402.75,285.63,0,117.11
07/11 14:00,96.2,404.81,250.5,0,154.3
07/11 15:00,75.08,403.96,239.52,0,164.44
07/11 16:00,14.18,509.1,261.64,0,247.46
07/11 17:00,0,345.43,24.93,0,320.5
07/11 18:00,0,406.55,0,0,406.55
07/11 19:00,0,448.9,0,0,448.9
07/11 20:00,0,424.48,0,0,424.48
07/11 21:00,0,353.14,0,0,353.14
07/11 22:00,0,273.1,0,0,273.1
07/11 23:00,0,212.96,0,0,212.96
08/11 00:00,0,180.6,0,0,180.6
08/11 01:00,0,159.24,0,0,159.24
08/11 02:00,0,148.93,0,0,148.93
08/11 03:00,0,152.37,0,0,152.37
08/11 04:00,0,159.17,0,0,159.17
08/11 05:00,0,185.18,0,0,185.18
08/11 06:00,0,254.5,0,0,254.5
08/11 07:00,79.18,255.61,20.08,0,235.53
08/11 08:00,322.4,120.21,120.21,18.94,0
08/11 09:00,524.71,105.16,105.16,242.26,0
08/11 10:00,611.74,282.45,282.45,329.29,0
08/11 11:00,639.03,303.87,303.87,335.16,0
08/11 12:00,641.79,297,297,344.79,0
08/11 13:00,486.45,269.86,269.86,216.59,0
08/11 14:00,112.41,363.19,237.8,0,125.39
08/11 15:00,57.01,415.08,236.04,0,179.03
08/11 16:00,0,517.21,258.6,0,258.6
08/11 17:00,0,637.66,318.83,0,318.83
08/11 18:00,0,652.74,248.16,0,404.58
08/11 19:00,0,455.31,0,0,455.31
08/11 20:00,0,424.78,0,0,424.78
08/11 21:00,0,347.12,0,0,347.12
08/11 22:00,0,277.67,0,0,277.67
08/11 23:00,0,210.85,0,0,210.85
09/11 00:00,0,176.16,0,0,176.16
09/11 01:00,0,159.26,0,0,159.26
09/11 02:00,0,150.75,0,0,150.75
09/11 03:00,0,154.33,0,0,154.33
09/11 04:00,0,161.9,0,0,161.9
09/11 05:00,0,182.85,0,0,182.85
09/11 06:00,0,248.39,0,0,248.39
09/11 07:00,14.97,310.91,13.43,0,297.48
09/11 08:00,287.4,85.26,58.59,0,26.67
09/11 09:00,163.08,272.03,146.71,0,125.32
09/11 10:00,272.39,98.88,83.76,0,15.12
09/11 11:00,142.29,462.1,295.87,0,166.23
09/11 12:00,31.18,563.83,297.51,0,266.33
09/11 13:00,79.04,473.14,276.09,0,197.05
09/11 14:00,12.09,284.69,42.1,0,242.59
09/11 15:00,74.54,181.46,8.83,0,172.63
09/11 16:00,9.89,261.47,0,0,261.47
09/11 17:00,0,318.6,0,0,318.6
09/11 18:00,0,394.33,0,0,394.33
09/11 19:00,0,427.31,0,0,427.31
09/11 20:00,0,409.4,0,0,409.4
09/11 21:00,0,345.14,0,0,345.14
09/11 22:00,0,279.74,0,0,279.74
09/11 23:00,0,224.63,0,0,224.63
10/11 00:00,0,189.14,0,0,189.14
10/11 01:00,0,167.48,0,0,167.48
10/11 02:00,0,155.32,0,0,155.32
10/11 03:00,0,156.53,0,0,156.53
10/11 04:00,0,163.49,0,0,163.49
10/11 05:00,0,170.66,0,0,170.66
10/11 06:00,0,200.64,0,0,200.64
10/11 07:00,35.93,249.45,12.08,0,237.37
10/11 08:00,138.98,242.58,50.6,0,191.98
10/11 09:00,139.53,328.53,132.12,0,196.41
10/11 10:00,360.31,212.48,212.48,27.71,0
10/11 11:00,352.18,173.34,166.35,0,6.99
10/11 12:00,436.15,90.35,90.35,80.74,0
10/11 13:00,568.31,30.29,30.29,234.5,0
10/11 14:00,441.44,48.44,48.44,128.65,0
10/11 15:00,291.24,25.14,25.14,9.77,0
10/11 16:00,30.82,256.69,0,0,256.69
10/11 17:00,0,338.36,0,0,338.36
10/11 18:00,0,402.22,0,0,402.22
10/11 19:00,0,429.42,0,0,429.42
10/11 20:00,0,390.43,0,0,390.43
10/11 21:00,0,334.25,0,0,334.25
10/11 22:00,0,283.32,0,0,283.32
10/11 23:00,0,236.56,0,0,236.56
11/11 00:00,0,199.11,0,0,199.11
11/11 01:00,0,177.48,0,0,177.48
11/11 02:00,0,161.6,0,0,161.6
11/11 03:00,0,158.35,0,0,158.35
11/11 04:00,0,161.08,0,0,161.08
11/11 05:00,0,168.09,0,0,168.09
11/11 06:00,0,185.89,0,0,185.89
11/11 07:00,90.7,165.15,16.19,0,148.96
11/11 08:00,319.35,212.01,212.01,8.11,0
11/11 09:00,471.4,245.72,245.72,102.49,0
11/11 10:00,608.51,328.66,328.66,201.56,0
11/11 11:00,706.54,317.6,317.6,283.93,0
11/11 12:00,532.31,244.13,244.13,142.05,0
11/11 13:00,22.56,514.29,188.76,0,325.53
11/11 14:00,86.26,290.85,64.4,0,226.45
11/11 15:00,64.7,255.79,28.68,0,227.11
11/11 16:00,5.7,295.42,0,0,295.42
11/11 17:00,0,360.2,0,0,360.2
11/11 18:00,0,428.08,0,0,428.08
11/11 19:00,0,443.22,0,0,443.22
11/11 20:00,0,418.92,0,0,418.92
11/11 21:00,0,343.35,0,0,343.35
11/11 22:00,0,273.57,0,0,273.57
11/11 23:00,0,213.42,0,0,213.42
12/11 00:00,0,181.05,0,0,181.05
12/11 01:00,0,162.56,0,0,162.56
12/11 02:00,0,152.46,0,0,152.46
12/11 03:00,0,157.79,0,0,157.79
12/11 04:00,0,163.41,0,0,163.41
12/11 05:00,0,188.23,0,0,188.23
12/11 06:00,0,255.71,0,0,255.71
12/11 07:00,73.47,263.24,10.75,0,252.49
12/11 08:00,313.75,49.3,26.2,0,23.1
12/11 09:00,451.71,34.38,34.38,124.75,0
12/11 10:00,289.51,93.49,54.33,0,39.16
12/11 11:00,611.98,50.36,50.36,278.75,0
12/11 12:00,640.99,126.03,126.03,326.54,0
12/11 13:00,113.34,191.87,18.2,0,173.67
12/11 14:00,109.22,156.74,8.26,0,148.48
12/11 15:00,223.16,33.63,1.44,0,32.19
12/11 16:00,2.52,272.75,0,0,272.75
12/11 17:00,0,344.6,0,0,344.6
12/11 18:00,0,435.77,0,0,435.77
12/11 19:00,0,464.22,0,0,464.22
12/11 20:00,0,434,0,0,434
12/11 21:00,0,356.12,0,0,356.12
12/11 22:00,0,277.9,0,0,277.9
12/11 23:00,0,210.06,0,0,210.06
13/11 00:00,0,176.69,0,0,176.69
13/11 01:00,0,159.3,0,0,159.3
13/11 02:00,0,151.29,0,0,151.29
13/11 03:00,0,155.09,0,0,155.09
13/11 04:00,0,162.29,0,0,162.29
13/11 05:00,0,184.17,0,0,184.17
13/11 06:00,0,257.27,0,0,257.27
13/11 07:00,65.89,267.23,12.89,0,254.34
13/11 08:00,303.68,77.46,65.12,0,12.34
13/11 09:00,189.65,155.33,55.04,0,100.29
13/11 10:00,605.06,286.13,286.13,318.93,0
13/11 11:00,645.6,308.75,308.75,336.85,0
13/11 12:00,685.48,296.06,296.06,389.42,0
13/11 13:00,341.79,271.59,271.59,70.2,0
13/11 14:00,289.7,240.48,240.48,49.22,0
13/11 15:00,126.95,353.47,240.21,0,113.26
13/11 16:00,0,526.89,263.44,0,263.44
13/11 17:00,0,488.81,160.36,0,328.45
13/11 18:00,0,412.22,0,0,412.22
13/11 19:00,0,446.18,0,0,446.18
13/11 20:00,0,418.67,0,0,418.67
13/11 21:00,0,347,0,0,347
13/11 22:00,0,276.41,0,0,276.41
13/11 23:00,0,214.5,0,0,214.5
14/11 00:00,0,179.02,0,0,179.02
14/11 01:00,0,158.79,0,0,158.79
14/11 02:00,0,151.53,0,0,151.53
14/11 03:00,0,151.73,0,0,151.73
14/11 04:00,0,160.37,0,0,160.37
14/11 05:00,0,180.4,0,0,180.4
14/11 06:00,0,242.13,0,0,242.13
14/11 07:00,2.53,309.24,12.46,0,296.78
14/11 08:00,33.71,410.56,133.76,0,276.8
14/11 09:00,43.37,512.65,253.11,0,259.54
14/11 10:00,100.04,457.67,262.04,0,195.63
14/11 11:00,60.76,516.62,259,0,257.62
14/11 12:00,539.32,84.1,84.1,228.33,0
14/11 13:00,503.07,19.75,19.75,212.11,0
14/11 14:00,12.25,258.85,14.33,0,244.52
14/11 15:00,283.98,28.83,28.83,36.38,0
14/11 16:00,0,271.7,0,0,271.7
14/11 17:00,0,334.27,0,0,334.27
14/11 18:00,0,420.94,0,0,420.94
14/11 19:00,0,455.74,0,0,455.74
14/11 20:00,0,430.46,0,0,430.46
14/11 21:00,0,360.58,0,0,360.58
14/11 22:00,0,280.88,0,0,280.88
14/11 23:00,0,219.68,0,0,219.68
15/11 00:00,0,184.59,0,0,184.59
15/11 01:00,0,163.59,0,0,163.59
15/11 02:00,0,152.93,0,0,152.93
15/11 03:00,0,156.43,0,0,156.43
15/11 04:00,0,162.83,0,0,162.83
15/11 05:00,0,188.58,0,0,188.58
15/11 06:00,0,258.88,0,0,258.88
15/11 07:00,2.16,326.54,9.02,0,317.52
15/11 08:00,162.89,152.8,5.37,0,147.43
15/11 09:00,41.17,286.39,39.76,0,246.63
15/11 10:00,129.08,196.81,36.64,0,160.17
15/11 11:00,27.35,330.54,46.61,0,283.93
15/11 12:00,115.89,229.06,41.93,0,187.13
15/11 13:00,575.57,31.29,31.29,300.44,0
15/11 14:00,56.78,213.89,28.38,0,185.51
15/11 15:00,246.89,24.66,24.66,5.7,0
15/11 16:00,0,268.11,0,0,268.11
15/11 17:00,0,333.46,0,0,333.46
15/11 18:00,0,418.62,0,0,418.62
15/11 19:00,0,461.79,0,0,461.79
15/11 20:00,0,429.69,0,0,429.69
15/11 21:00,0,351.63,0,0,351.63
15/11 22:00,0,282.08,0,0,282.08
15/11 23:00,0,215.48,0,0,215.48
16/11 00:00,0,181.8,0,0,181.8
16/11 01:00,0,163.67,0,0,163.67
16/11 02:00,0,153.98,0,0,153.98
16/11 03:00,0,158.06,0,0,158.06
16/11 04:00,0,166.29,0,0,166.29
16/11 05:00,0,187.54,0,0,187.54
16/11 06:00,0,253.63,0,0,253.63
16/11 07:00,28.79,300.19,9.74,0,290.45
16/11 08:00,74.08,305.58,57.23,0,248.35
16/11 09:00,152.06,223.28,81.43,0,141.85
16/11 10:00,233.71,353.02,293.36,0,59.65
16/11 11:00,332.72,312.95,312.95,19.77,0
16/11 12:00,444.36,301.18,301.18,143.18,0
16/11 13:00,70.44,407.45,194.37,0,213.08
16/11 14:00,15.31,503.2,255.68,0,247.52
16/11 15:00,35.78,243.56,23.29,0,220.27
16/11 16:00,0,282.07,0,0,282.07
16/11 17:00,0,333.77,0,0,333.77
16/11 18:00,0,407.13,0,0,407.13
16/11 19:00,0,433.22,0,0,433.22
16/11 20:00,0,413.71,0,0,413.71
16/11 21:00,0,350.32,0,0,350.32
16/11 22:00,0,285.96,0,0,285.96
16/11 23:00,0,230.99,0,0,230.99
17/11 00:00,0,195.47,0,0,195.47
17/11 01:00,0,172.29,0,0,172.29
17/11 02:00,0,159.42,0,0,159.42
17/11 03:00,0,160.45,0,0,160.45
17/11 04:00,0,167.57,0,0,167.57
17/11 05:00,0,174.62,0,0,174.62
17/11 06:00,0,204.55,0,0,204.55
17/11 07:00,38.27,247.3,7.33,0,239.97
17/11 08:00,83.32,280.71,26.72,0,253.99
17/11 09:00,63.75,300.38,23.63,0,276.75
17/11 10:00,123.19,240.51,22.76,0,217.75
17/11 11:00,61.77,329.24,25.65,0,303.59
17/11 12:00,107.81,470.25,218.51,0,251.74
17/11 13:00,63.08,371.74,94.67,0,277.07
17/11 14:00,10.16,371.71,63.6,0,308.11
17/11 15:00,29.11,265.79,4.96,0,260.83
17/11 16:00,0,301.27,0,0,301.27
17/11 17:00,0,355.62,0,0,355.62
17/11 18:00,0,415.86,0,0,415.86
17/11 19:00,0,434.32,0,0,434.32
17/11 20:00,0,396.38,0,0,396.38
17/11 21:00,0,339.35,0,0,339.35
17/11 22:00,0,289.06,0,0,289.06
17/11 23:00,0,241.61,0,0,241.61
18/11 00:00,0,205.11,0,0,205.11
18/11 01:00,0,182.38,0,0,182.38
18/11 02:00,0,165.93,0,0,165.93
18/11 03:00,0,162.08,0,0,162.08
18/11 04:00,0,166.24,0,0,166.24
18/11 05:00,0,172.27,0,0,172.27
18/11 06:00,0,189.77,0,0,189.77
